municipio,uf,bev,phev,hev,mhev,hev_flex,ev_plugin,total
"Major Gercino","SC",1,1,0,0,0,2,2
"Major Isidoro","AL",2,2,0,1,0,4,5
"Major Vieira","SC",0,0,0,1,0,0,1
"Malacacheta","MG",0,0,0,0,2,0,2
"Malhada dos Bois","SE",1,0,0,0,2,1,3
"Malhador","SE",2,0,1,0,1,2,4
"Mallet","PR",4,6,2,1,0,10,13
"Mamanguape","PB",15,9,0,0,2,24,26
"Mamborê","PR",0,1,0,2,3,1,6
"Mampituba","RS",2,0,0,0,0,2,2
"Manacapuru","AM",3,4,5,0,3,7,15
"Manari","PE",0,1,0,0,0,1,1
"Manaus","AM",4532,2053,384,386,1000,6585,8355
"Mâncio Lima","AC",0,0,0,0,2,0,2
"Mandaguaçu","PR",22,15,1,2,2,37,42
"Mandaguari","PR",24,28,5,4,5,52,66
"Mandirituba","PR",10,15,0,0,2,25,27
"Manduri","SP",1,3,1,0,2,4,7
"Manfrinópolis","PR",0,0,0,0,1,0,1
"Manga","MG",0,1,0,0,0,1,1
"Mangaratiba","RJ",54,61,11,6,44,115,176
"Mangueirinha","PR",0,2,0,0,4,2,6
"Manhuaçu","MG",14,20,10,3,46,34,93
"Manhumirim","MG",1,1,0,1,6,2,9
"Manoel Ribas","PR",0,4,1,1,2,4,8
"Manoel Urbano","AC",0,1,0,0,0,1,1
"Manoel Viana","RS",1,2,1,0,0,3,4
"Manoel Vitorino","BA",0,0,1,0,1,0,2
"Mantena","MG",0,0,0,0,3,0,3
"Mantenópolis","ES",0,1,0,0,2,1,3
"Maquiné","RS",1,2,1,1,1,3,6
"Mar de Espanha","MG",0,1,0,0,0,1,1
"Mara Rosa","GO",2,3,1,0,1,5,7
"Marabá","PA",122,120,19,24,81,242,366
"Maracaçumé","MA",0,2,0,0,0,2,2
"Maracaí","SP",0,2,0,0,0,2,2
"Maracajá","SC",2,0,0,0,0,2,2
"Maracaju","MS",6,46,13,12,18,52,95
"Maracanaú","CE",145,89,9,6,45,234,294
"Maracás","BA",2,0,3,0,2,2,7
"Maragogi","AL",11,14,1,0,13,25,39
"Maragogipe","BA",1,2,0,2,6,3,11
"Maraial","PE",1,0,0,0,0,1,1
"Maranguape","CE",18,23,2,1,6,41,50
"Marapanim","PA",2,1,0,0,0,3,3
"Marapoama","SP",0,4,0,0,2,4,6
"Maratá","RS",2,1,0,0,1,3,4
"Marataízes","ES",28,41,7,5,21,69,102
"Marau","RS",31,41,10,4,16,72,102
"Maraú","BA",1,0,0,0,0,1,1
"Maravilha","AL",1,2,1,0,0,3,4
"Maravilha","SC",24,38,11,3,7,62,83
"Maravilhas","MG",2,1,0,0,3,3,6
"Marcação","PB",1,0,0,0,0,1,1
"Marcelândia","MT",0,2,0,0,4,2,6
"Marcelino Ramos","RS",2,3,0,0,0,5,5
"Marcelino Vieira","RN",0,1,1,0,1,1,3
"Marcionílio Souza","BA",1,0,0,0,1,1,2
"Marco","CE",8,1,0,1,1,9,11
"Marcolândia","PI",0,0,0,0,1,0,1
"Marechal Cândido Rondon","PR",35,42,11,4,8,77,100
"Marechal Deodoro","AL",233,179,29,9,36,412,486
"Marechal Floriano","ES",9,14,5,0,5,23,33
"Marema","SC",1,0,0,0,0,1,1
"Mari","PB",3,4,0,0,0,7,7
"Maria da Fé","MG",2,0,0,0,0,2,2
"Maria Helena","PR",1,0,0,0,0,1,1
"Marialva","PR",35,37,4,2,23,72,101
"Mariana","MG",7,13,4,3,17,20,44
"Mariano Moro","RS",1,0,0,0,0,1,1
"Marianópolis do Tocantins","TO",0,1,1,0,1,1,3
"Mariápolis","SP",3,2,0,0,2,5,7
"Maribondo","AL",2,6,0,0,2,8,10
"Maricá","RJ",308,194,43,11,105,502,661
"Marilac","MG",1,0,0,1,0,1,2
"Marilândia","ES",4,11,5,0,11,15,31
"Marilândia do Sul","PR",5,6,1,1,0,11,13
"Marilena","PR",1,1,0,0,1,2,3
"Marília","SP",239,519,105,23,260,758,1146
"Mariluz","PR",0,1,0,0,1,1,2
"Maringá","PR",993,1600,366,155,326,2593,3440
"Marinópolis","SP",0,1,1,0,0,1,2
"Mário Campos","MG",8,3,0,0,1,11,12
"Mariópolis","PR",0,0,1,0,1,0,2
"Maripá","PR",1,0,1,1,0,1,3
"Marituba","PA",22,12,3,2,15,34,54
"Marizópolis","PB",2,0,0,0,0,2,2
"Marmeleiro","PR",4,4,0,0,2,8,10
"Marques de Souza","RS",2,1,0,0,3,3,6
"Marquinho","PR",0,0,0,0,1,0,1
"Martinho Campos","MG",0,1,0,0,0,1,1
"Martinópole","CE",1,2,0,0,0,3,3
"Martinópolis","SP",5,11,3,2,8,16,29
"Martins","RN",4,2,0,0,0,6,6
"Martins Soares","MG",0,0,1,0,3,0,4
"Maruim","SE",2,2,1,0,0,4,5
"Marumbi","PR",0,0,1,0,0,0,1
"Marzagão","GO",0,0,1,0,0,0,1
"Mascote","BA",0,0,0,0,1,0,1
"Massapê","CE",6,2,0,0,1,8,9
"Massaranduba","PB",1,1,0,0,3,2,5
"Massaranduba","SC",15,18,4,3,7,33,47
"Mata de São João","BA",25,25,5,1,13,50,69
"Mata Grande","AL",0,0,1,0,0,0,1
"Mata Roma","MA",2,1,0,1,1,3,5
"Mata Verde","MG",0,0,0,0,1,0,1
"Matão","SP",39,91,21,17,36,130,204
"Mataraca","PB",1,0,0,0,0,1,1
"Mateiros","TO",0,1,0,0,1,1,2
"Matelândia","PR",9,4,1,1,0,13,15
"Mateus Leme","MG",4,7,0,0,4,11,15
"Mathias Lobato","MG",0,0,0,0,1,0,1
"Matias Barbosa","MG",14,3,2,1,5,17,25
"Matinha","MA",0,0,1,0,2,0,3
"Matinhos","PR",37,25,12,4,15,62,93
"Matipó","MG",0,0,0,1,4,0,5
"Mato Castelhano","RS",1,0,0,0,0,1,1
"Mato Grosso","PB",0,1,0,0,0,1,1
"Mato Leitão","RS",1,0,1,0,1,1,3
"Mato Rico","PR",0,0,1,0,0,0,1
"Mato Verde","MG",0,1,0,0,0,1,1
"Matões","MA",1,0,0,0,0,1,1
"Matões do Norte","MA",1,0,0,0,0,1,1
"Matos Costa","SC",1,2,0,0,0,3,3
"Matozinhos","MG",5,3,0,0,1,8,9
"Matriz de Camaragibe","AL",2,4,0,0,2,6,8
"Matupá","MT",3,8,1,1,6,11,19
"Maturéia","PB",0,0,1,0,1,0,2
"Mauá","SP",149,167,51,31,114,316,512
"Mauá da Serra","PR",4,1,0,0,0,5,5
"Maués","AM",1,0,2,0,0,1,3
"Maurilândia","GO",0,6,0,0,2,6,8
"Mauriti","CE",0,0,0,0,1,0,1
"Maxaranguape","RN",4,0,0,0,0,4,4
"Mazagão","AP",0,1,0,0,2,1,3
"Medeiros","MG",0,0,0,0,1,0,1
"Medeiros Neto","BA",0,0,0,2,3,0,5
"Medianeira","PR",57,29,3,4,17,86,110
"Medicilândia","PA",2,0,1,1,1,2,5
"Medina","MG",0,1,0,1,0,1,2
"Meleiro","SC",0,2,0,1,3,2,6
"Mendes","RJ",2,3,2,0,6,5,13
"Mendes Pimentel","MG",0,0,0,0,2,0,2
"Mendonça","SP",1,3,1,0,0,4,5
"Mercedes","PR",0,5,1,0,1,5,7
"Mercês","MG",0,1,0,0,3,1,4
"Meridiano","SP",0,0,0,2,0,0,2
"Meruoca","CE",3,5,0,0,0,8,8
"Mesquita","RJ",71,44,8,6,20,115,149
"Messias","AL",4,2,1,0,0,6,7
"Miguel Alves","PI",1,0,1,0,0,1,2
"Miguel Calmon","BA",1,1,0,0,2,2,4
"Miguel Pereira","RJ",24,23,7,3,17,47,74
"Miguelópolis","SP",4,5,0,1,4,9,14
"Milagres","BA",0,1,0,0,1,1,2
"Milagres","CE",1,1,2,0,0,2,4
"Milhã","CE",0,0,0,0,1,0,1
"Mimoso do Sul","ES",3,4,0,1,7,7,15
"Minaçu","GO",2,2,0,0,7,4,11
"Minas do Leão","RS",3,1,0,0,1,4,5
"Minas Novas","MG",0,0,0,0,1,0,1
"Minduri","MG",0,1,0,0,1,1,2
"Mineiros","GO",11,67,15,4,33,78,130
"Mineiros do Tietê","SP",1,3,0,0,2,4,6
"Miracatu","SP",2,6,0,0,2,8,10
"Miracema","RJ",3,10,2,0,2,13,17
"Miracema do Tocantins","TO",6,1,0,0,1,7,8
"Mirador","MA",0,0,0,0,1,0,1
"Mirador","PR",0,1,0,0,0,1,1
"Miraguaí","RS",0,1,1,0,0,1,2
"Miraí","MG",0,2,0,0,2,2,4
"Miraíma","CE",1,0,0,0,0,1,1
"Miranda","MS",0,0,4,0,2,0,6
"Miranda do Norte","MA",3,1,0,0,6,4,10
"Mirandópolis","SP",8,13,2,2,9,21,34
"Miranorte","TO",0,0,0,0,1,0,1
"Mirante da Serra","RO",0,2,0,0,1,2,3
"Mirante do Paranapanema","SP",1,3,1,0,4,4,9
"Miraselva","PR",0,0,0,0,2,0,2
"Mirassol","SP",141,224,49,13,32,365,459
"Mirassol d'Oeste","MT",2,10,2,2,4,12,20
"Mirassolândia","SP",3,0,0,1,0,3,4
"Mirim Doce","SC",1,0,0,0,1,1,2
"Mirinzal","MA",0,0,1,0,1,0,2
"Missal","PR",6,2,0,1,0,8,9
"Missão Velha","CE",2,2,1,0,0,4,5
"Mocajuba","PA",2,1,1,1,0,3,5
"Mococa","SP",29,58,11,2,18,87,118
"Modelo","SC",4,1,2,0,1,5,8
"Moeda","MG",0,0,1,0,1,0,2
"Moema","MG",1,1,0,0,1,2,3
"Mogi das Cruzes","SP",724,845,229,113,423,1569,2334
"Mogi Guaçu","SP",77,116,24,15,76,193,308
"Mogi Mirim","SP",110,134,40,22,92,244,398
"Moiporá","GO",1,0,0,0,0,1,1
"Moita Bonita","SE",2,3,0,0,3,5,8
"Moju","PA",2,4,1,0,1,6,8
"Mojuí dos Campos","PA",1,0,0,0,1,1,2
"Mombaça","CE",3,3,1,0,2,6,9
"Mombuca","SP",0,8,1,1,1,8,11
"Monção","MA",0,1,0,0,1,1,2
"Mondaí","SC",4,7,0,3,1,11,15
"Mongaguá","SP",16,15,7,5,12,31,55
"Monsenhor Gil","PI",2,1,0,0,0,3,3
"Monsenhor Hipólito","PI",1,2,0,0,0,3,3
"Monsenhor Paulo","MG",0,1,0,0,0,1,1
"Monsenhor Tabosa","CE",0,1,0,0,1,1,2
"Montalvânia","MG",0,0,0,0,1,0,1
"Montanha","ES",0,15,6,0,7,15,28
"Montanhas","RN",0,2,0,0,0,2,2
"Montauri","RS",0,1,0,0,1,1,2
"Monte Alegre","PA",2,4,0,0,1,6,7
"Monte Alegre","RN",6,2,1,0,1,8,10
"Monte Alegre de Minas","MG",0,2,1,0,1,2,4
"Monte Alegre do Piauí","PI",0,0,0,1,0,0,1
"Monte Alegre do Sul","SP",11,11,2,0,6,22,30
"Monte Alto","SP",15,57,7,9,25,72,113
"Monte Aprazível","SP",6,11,5,0,5,17,27
"Monte Azul Paulista","SP",5,28,6,6,7,33,52
"Monte Belo","MG",0,0,0,0,3,0,3
"Monte Belo do Sul","RS",1,0,1,0,1,1,3
"Monte Carlo","SC",1,3,0,0,0,4,4
"Monte Carmelo","MG",0,4,2,0,1,4,7
"Monte Castelo","SC",0,2,0,0,1,2,3
"Monte Castelo","SP",2,1,0,0,2,3,5
"Monte das Gameleiras","RN",0,2,0,0,0,2,2
"Monte Mor","SP",26,31,9,8,46,57,120
"Monte Negro","RO",0,0,0,0,1,0,1
"Monte Santo","BA",0,1,1,0,0,1,2
"Monte Santo de Minas","MG",1,1,0,0,3,2,5
"Monte Sião","MG",0,2,2,0,2,2,6
"Monteiro","PB",4,2,3,0,6,6,15
"Monteiro Lobato","SP",1,1,0,0,0,2,2
"Monteirópolis","AL",0,2,0,0,1,2,3
"Montenegro","RS",95,53,8,10,27,148,193
"Montes Altos","MA",0,0,0,0,2,0,2
"Montes Claros","MG",301,275,44,28,144,576,792
"Montes Claros de Goiás","GO",2,0,0,0,2,2,4
"Montividiu","GO",2,10,3,3,2,12,20
"Morada Nova","CE",6,7,0,0,1,13,14
"Moraújo","CE",0,1,0,0,0,1,1
"Moreilândia","PE",3,0,0,0,0,3,3
"Moreira Sales","PR",2,1,2,0,1,3,6
"Moreno","PE",21,9,1,1,6,30,38
"Morretes","PR",11,12,1,0,5,23,29
"Morrinhos","CE",3,1,0,0,1,4,5
"Morrinhos","GO",8,22,3,2,8,30,43
"Morrinhos do Sul","RS",1,1,0,0,0,2,2
"Morro Agudo","SP",7,29,5,11,6,36,58
"Morro da Fumaça","SC",13,22,6,2,15,35,58
"Morro do Chapéu","BA",1,1,1,0,3,2,6
"Morro Grande","SC",0,0,0,0,1,0,1
"Morro Redondo","RS",1,2,2,0,0,3,5
"Morro Reuter","RS",8,1,0,2,2,9,13
"Morros","MA",0,1,0,0,1,1,2
"Mortugaba","BA",0,1,0,0,1,1,2
"Morungaba","SP",14,8,2,1,3,22,28
"Mossâmedes","GO",1,2,1,0,2,3,6
"Mossoró","RN",761,325,24,30,137,1086,1277
"Mostardas","RS",2,5,1,3,2,7,13
"Mozarlândia","GO",0,3,3,0,1,3,7
"Muaná","PA",1,0,0,0,1,1,2
"Mucajaí","RR",1,0,0,0,1,1,2
"Mucambo","CE",2,1,0,0,1,3,4
"Mucugê","BA",2,0,2,0,0,2,4
"Muçum","RS",3,0,0,0,0,3,3
"Mucuri","BA",1,1,1,1,7,2,11
"Mucurici","ES",1,0,1,0,0,1,2
"Muitos Capões","RS",0,1,0,0,0,1,1
"Mulungu","CE",2,1,0,0,0,3,3
"Mundo Novo","BA",0,1,0,0,0,1,1
"Mundo Novo","MS",3,4,0,0,1,7,8
"Muniz Freire","ES",9,2,1,0,0,11,12
"Muquém do São Francisco","BA",0,0,0,0,1,0,1
"Muqui","ES",0,1,2,0,1,1,4
"Muriaé","MG",18,23,18,6,69,41,134
"Muribeca","SE",1,0,0,0,1,1,2
"Murici","AL",3,3,1,2,2,6,11
"Murici dos Portelas","PI",0,0,0,0,1,0,1
"Muricilândia","TO",0,0,0,0,1,0,1
"Muritiba","BA",5,1,0,0,3,6,9
"Murutinga do Sul","SP",1,4,0,0,0,5,5
"Mutuípe","BA",2,0,0,1,3,2,6
"Mutum","MG",0,0,2,1,3,0,6
"Mutunópolis","GO",0,0,0,0,1,0,1
"Muzambinho","MG",3,0,2,0,4,3,9
"Nacip Raydan","MG",0,0,1,0,0,0,1
"Nantes","SP",0,0,0,0,1,0,1
"Nanuque","MG",0,2,0,0,2,2,4
"Não-Me-Toque","RS",6,13,1,0,6,19,26
"Naque","MG",0,1,0,0,1,1,2
"Natal","RN",2775,1445,446,194,423,4220,5283
"Natividade","RJ",3,4,0,0,2,7,9
"Natividade da Serra","SP",0,1,0,0,1,1,2
"Navegantes","SC",101,150,27,12,63,251,353
"Naviraí","MS",3,19,2,1,8,22,33
"Nazaré","BA",0,2,0,0,3,2,5
"Nazaré","TO",0,1,0,0,0,1,1
"Nazaré da Mata","PE",2,2,0,0,0,4,4
"Nazaré do Piauí","PI",0,0,0,0,1,0,1
"Nazaré Paulista","SP",13,8,1,0,5,21,27
"Nazareno","MG",0,1,0,0,0,1,1
"Nazarezinho","PB",0,0,0,0,1,0,1
"Nazária","PI",0,1,0,0,0,1,1
"Nazário","GO",0,3,0,1,3,3,7
"Neópolis","SE",1,4,0,0,3,5,8
"Nepomuceno","MG",1,0,0,0,2,1,3
"Nerópolis","GO",4,15,0,1,8,19,28
"Neves Paulista","SP",3,7,2,0,2,10,14
"Nhandeara","SP",3,5,0,1,4,8,13
"Nilópolis","RJ",48,22,6,8,40,70,124
"Nina Rodrigues","MA",0,0,0,0,1,0,1
"Nioaque","MS",0,0,0,0,1,0,1
"Niquelândia","GO",0,3,1,0,5,3,9
"Nísia Floresta","RN",17,5,1,0,4,22,27
"Niterói","RJ",1063,1390,571,213,607,2453,3844
"Nobres","MT",3,8,2,2,4,11,19
"Nonoai","RS",12,1,0,1,1,13,15
"Nordestina","BA",0,0,0,0,1,0,1
"Nortelândia","MT",1,1,0,0,2,2,4
"Nossa Senhora da Glória","SE",7,7,4,4,3,14,25
"Nossa Senhora das Dores","SE",3,6,0,0,1,9,10
"Nossa Senhora das Graças","PR",0,1,0,0,0,1,1
"Nossa Senhora do Livramento","MT",4,6,0,0,1,10,11
"Nossa Senhora do Socorro","SE",54,24,5,4,10,78,97
"Nova Aliança","SP",1,5,0,0,0,6,6
"Nova Aliança do Ivaí","PR",1,0,0,0,0,1,1
"Nova Alvorada","RS",0,2,0,1,3,2,6
"Nova Alvorada do Sul","MS",2,5,1,2,3,7,13
"Nova Andradina","MS",12,23,4,5,9,35,53
"Nova Araçá","RS",0,0,0,0,3,0,3
"Nova Aurora","PR",37,4,0,0,1,41,42
"Nova Bandeirantes","MT",0,1,0,0,0,1,1
"Nova Bassano","RS",10,2,1,1,1,12,15
"Nova Belém","MG",0,0,0,0,3,0,3
"Nova Brasilândia","MT",0,2,0,0,1,2,3
"Nova Brasilândia D'Oeste","RO",1,0,0,1,2,1,4
"Nova Bréscia","RS",3,2,0,2,3,5,10
"Nova Campina","SP",0,1,0,0,2,1,3
"Nova Canaã","BA",0,1,0,0,0,1,1
"Nova Canaã do Norte","MT",5,2,0,0,1,7,8
"Nova Candelária","RS",2,1,0,0,0,3,3
"Nova Cantu","PR",0,2,1,0,2,2,5
"Nova Colinas","MA",0,1,1,0,0,1,2
"Nova Crixás","GO",0,3,1,0,0,3,4
"Nova Cruz","RN",10,8,1,1,0,18,20
"Nova Era","MG",4,4,0,0,2,8,10
"Nova Erechim","SC",0,2,2,0,1,2,5
"Nova Esperança","PR",4,9,3,1,4,13,21
"Nova Esperança do Sul","RS",1,1,0,0,0,2,2
"Nova Europa","SP",0,2,0,1,3,2,6
"Nova Fátima","BA",1,0,0,0,1,1,2
"Nova Fátima","PR",0,3,0,0,0,3,3
"Nova Friburgo","RJ",131,112,72,23,148,243,486
"Nova Glória","GO",0,0,0,0,3,0,3
"Nova Granada","SP",10,6,0,1,2,16,19
"Nova Guarita","MT",0,2,0,0,4,2,6
"Nova Hartz","RS",10,12,3,0,3,22,28
"Nova Iguaçu","RJ",372,315,61,41,178,687,967
"Nova Iguaçu de Goiás","GO",0,0,1,0,1,0,2
"Nova Independência","SP",0,0,0,0,1,0,1
"Nova Ipixuna","PA",0,0,0,0,2,0,2
"Nova Itaberaba","SC",2,4,1,0,2,6,9
"Nova Itarana","BA",0,0,0,0,1,0,1
"Nova Lacerda","MT",0,0,0,0,1,0,1
"Nova Laranjeiras","PR",1,1,1,0,1,2,4
"Nova Lima","MG",254,363,60,29,41,617,747
"Nova Londrina","PR",3,4,0,0,4,7,11
"Nova Luzitânia","SP",0,0,1,0,1,0,2
"Nova Mamoré","RO",1,7,1,0,0,8,9
"Nova Marilândia","MT",1,1,1,1,0,2,4
"Nova Maringá","MT",0,4,0,1,1,4,6
"Nova Monte Verde","MT",1,2,0,0,1,3,4
"Nova Mutum","MT",11,52,15,9,33,63,120
"Nova Odessa","SP",59,113,22,4,28,172,226
"Nova Olímpia","MT",2,2,0,0,0,4,4
"Nova Olímpia","PR",0,1,0,1,0,1,2
"Nova Olinda","CE",1,1,0,0,1,2,3
"Nova Olinda","TO",0,3,0,0,2,3,5
"Nova Olinda do Maranhão","MA",0,0,0,0,1,0,1
"Nova Pádua","RS",1,0,0,0,4,1,5
"Nova Palma","RS",0,0,0,0,2,0,2
"Nova Palmeira","PB",4,1,1,0,0,5,6
"Nova Petrópolis","RS",45,21,6,3,14,66,89
"Nova Ponte","MG",0,1,1,1,1,1,4
"Nova Porteirinha","MG",1,0,1,0,0,1,2
"Nova Prata","RS",27,16,4,3,6,43,56
"Nova Prata do Iguaçu","PR",0,4,0,0,1,4,5
"Nova Resende","MG",3,1,0,0,1,4,5
"Nova Roma do Sul","RS",2,2,0,0,0,4,4
"Nova Russas","CE",9,4,2,2,1,13,18
"Nova Santa Bárbara","PR",0,0,1,0,0,0,1
"Nova Santa Helena","MT",0,1,0,0,2,1,3
"Nova Santa Rita","RS",50,21,4,3,8,71,86
"Nova Santa Rosa","PR",16,7,1,0,3,23,27
"Nova Serrana","MG",8,18,3,3,9,26,41
"Nova Soure","BA",0,0,1,0,1,0,2
"Nova Tebas","PR",0,1,0,0,2,1,3
"Nova Timboteua","PA",0,0,2,0,0,0,2
"Nova Trento","SC",19,16,6,5,7,35,53
"Nova Ubiratã","MT",1,6,0,0,2,7,9
"Nova União","MG",0,1,0,0,0,1,1
"Nova Venécia","ES",22,40,5,4,13,62,84
"Nova Veneza","GO",2,4,1,0,1,6,8
"Nova Veneza","SC",9,18,3,1,7,27,38
"Nova Viçosa","BA",1,1,4,0,6,2,12
"Nova Xavantina","MT",0,2,0,1,2,2,5
"Novais","SP",0,3,0,0,0,3,3
"Novo Airão","AM",2,0,0,0,1,2,3
"Novo Brasil","GO",1,1,1,0,0,2,3
"Novo Cabrais","RS",1,0,0,0,0,1,1
"Novo Cruzeiro","MG",0,0,0,0,4,0,4
"Novo Gama","GO",0,1,2,0,0,1,3
"Novo Hamburgo","RS",807,546,134,101,133,1353,1721
"Novo Horizonte","BA",0,1,0,0,0,1,1
"Novo Horizonte","SP",8,38,14,10,4,46,74
"Novo Horizonte do Norte","MT",0,1,0,1,0,1,2
"Novo Horizonte do Sul","MS",0,0,0,0,2,0,2
"Novo Itacolomi","PR",0,1,0,0,2,1,3
"Novo Lino","AL",2,0,0,0,0,2,2
"Novo Machado","RS",0,1,0,0,0,1,1
"Novo Mundo","MT",0,0,1,0,0,0,1
"Novo Oriente","CE",0,0,0,0,2,0,2
"Novo Planalto","GO",0,2,0,0,0,2,2
"Novo Progresso","PA",0,0,0,0,1,0,1
"Novo Repartimento","PA",0,1,0,0,3,1,4
"Novo Santo Antônio","MT",0,1,0,0,0,1,1
"Nuporanga","SP",2,1,0,0,0,3,3
"Óbidos","PA",1,0,0,0,1,1,2
"Ocauçu","SP",3,1,0,0,0,4,4
"Oeiras","PI",1,9,3,0,5,10,18
"Oeiras do Pará","PA",0,1,0,0,0,1,1
"Oiapoque","AP",0,0,3,0,0,0,3
"Óleo","SP",0,0,0,1,1,0,2
"Olho d'Água das Cunhãs","MA",1,1,0,2,0,2,4
"Olho d'Água das Flores","AL",7,3,1,0,2,10,13
"Olho d'Água do Borges","RN",0,0,0,0,2,0,2
"Olho D'Água do Piauí","PI",0,1,0,0,1,1,2
"Olho d'Água Grande","AL",1,0,0,0,0,1,1
"Olímpia","SP",49,73,21,5,15,122,163
"Olinda","PE",516,207,48,23,74,723,868
"Olindina","BA",1,1,0,0,2,2,4
"Olivedos","PB",0,0,0,0,1,0,1
"Oliveira","MG",5,4,1,0,3,9,13
"Oliveira dos Brejinhos","BA",1,1,0,1,0,2,3
"Onda Verde","SP",1,2,1,2,0,3,6
"Oriente","SP",4,7,1,1,0,11,13
"Orindiúva","SP",0,5,1,3,1,5,10
"Oriximiná","PA",11,2,0,0,0,13,13
"Orizona","GO",0,1,1,0,2,1,4
"Orlândia","SP",25,55,9,18,11,80,118
"Orleans","SC",13,16,10,7,22,29,68
"Orobó","PE",1,0,0,1,1,1,3
"Orocó","PE",1,0,0,0,0,1,1
"Orós","CE",0,1,0,0,0,1,1
"Ortigueira","PR",2,3,1,2,2,5,10
"Osasco","SP",490,739,245,81,527,1229,2082
"Oscar Bressane","SP",1,1,1,0,0,2,3
"Osório","RS",148,52,21,7,39,200,267
"Osvaldo Cruz","SP",2,7,7,2,18,9,36
"Otacílio Costa","SC",6,10,4,3,3,16,26
"Ourém","PA",0,0,1,0,1,0,2
"Ouriçangas","BA",2,0,0,0,0,2,2
"Ouricuri","PE",8,4,0,0,2,12,14
"Ourilândia do Norte","PA",1,2,0,0,3,3,6
"Ourinhos","SP",33,76,18,17,50,109,194
"Ourizona","PR",3,0,0,0,0,3,3
"Ouro","SC",3,5,1,0,3,8,12
"Ouro Branco","AL",1,0,0,0,0,1,1
"Ouro Branco","MG",6,12,2,1,3,18,24
"Ouro Branco","RN",1,0,0,0,1,1,2
"Ouro Fino","MG",5,3,2,2,2,8,14
"Ouro Preto","MG",11,8,3,2,8,19,32
"Ouro Preto do Oeste","RO",1,17,2,0,4,18,24
"Ouro Verde de Goiás","GO",1,0,0,0,2,1,3
"Ouroeste","SP",1,3,0,2,1,4,7
"Ourolândia","BA",3,0,1,0,0,3,4
"Ouvidor","GO",0,0,0,0,2,0,2
"Pacaembu","SP",0,0,1,1,1,0,3
"Pacajá","PA",5,0,0,0,0,5,5
"Pacajus","CE",14,11,2,0,9,25,36
"Pacaraima","RR",1,0,0,0,0,1,1
"Pacatuba","CE",30,13,0,1,28,43,72
"Paço do Lumiar","MA",194,63,10,13,33,257,313
"Pacujá","CE",0,1,0,0,1,1,2
"Padre Bernardo","GO",1,0,0,0,1,1,2
"Padre Marcos","PI",1,1,0,0,0,2,2
"Padre Paraíso","MG",1,0,0,0,1,1,2
"Paiçandu","PR",8,7,3,0,3,15,21
"Paim Filho","RS",2,4,0,0,1,6,7
"Pains","MG",0,2,1,0,1,2,4
"Paiva","MG",0,0,0,0,1,0,1
"Pajeú do Piauí","PI",1,0,0,0,0,1,1
"Palestina","SP",1,0,3,0,2,1,6
"Palhano","CE",2,0,0,0,0,2,2
"Palhoça","SC",472,426,115,34,110,898,1157
"Palma","MG",1,0,1,0,1,1,3
"Palma Sola","SC",1,5,1,0,1,6,8
"Palmácia","CE",0,1,0,0,0,1,1
"Palmares","PE",15,11,3,2,6,26,37
"Palmares do Sul","RS",7,1,0,0,3,8,11
"Palmares Paulista","SP",1,1,0,0,0,2,2
"Palmas","PR",4,6,2,2,4,10,18
"Palmas","TO",920,828,181,153,273,1748,2355
"Palmas de Monte Alto","BA",0,0,0,0,1,0,1
"Palmeira","PR",6,23,5,3,9,29,46
"Palmeira das Missões","RS",8,14,8,9,7,22,46
"Palmeira d'Oeste","SP",1,1,0,0,4,2,6
"Palmeira dos Índios","AL",23,29,3,4,19,52,78
"Palmeirais","PI",0,0,0,0,1,0,1
"Palmeiras","BA",1,0,0,0,0,1,1
"Palmeiras de Goiás","GO",1,9,5,2,3,10,20
"Palmeiras do Tocantins","TO",1,0,0,0,0,1,1
"Palmeirina","PE",0,0,1,0,0,0,1
"Palmeirópolis","TO",0,1,0,0,0,1,1
"Palmelo","GO",0,0,0,0,1,0,1
"Palminópolis","GO",0,1,0,0,0,1,1
"Palmital","PR",1,3,2,0,2,4,8
"Palmital","SP",1,11,3,2,2,12,19
"Palmitinho","RS",1,0,0,0,0,1,1
"Palmitos","SC",1,6,1,0,1,7,9
"Palotina","PR",12,33,11,7,8,45,71
"Panambi","RS",13,15,6,4,3,28,41
"Pancas","ES",1,4,2,0,3,5,10
"Panelas","PE",0,0,0,0,1,0,1
"Panorama","SP",1,4,2,0,5,5,12
"Pantano Grande","RS",1,0,1,1,2,1,5
"Pão de Açúcar","AL",2,3,0,0,0,5,5
"Papagaios","MG",0,3,0,0,0,3,3
"Papanduva","SC",5,13,3,2,3,18,26
"Pará de Minas","MG",24,14,5,5,28,38,76
"Paracambi","RJ",31,34,3,3,19,65,90
"Paracatu","MG",1,0,1,2,3,1,7
"Paracuru","CE",10,8,1,1,7,18,27
"Paragominas","PA",13,16,5,6,39,29,79
"Paraguaçu","MG",3,5,2,0,5,8,15
"Paraguaçu Paulista","SP",8,22,2,1,13,30,46
"Paraí","RS",3,3,2,1,4,6,13
"Paraíba do Sul","RJ",10,14,4,3,6,24,37
"Paraibano","MA",0,0,1,0,2,0,3
"Paraibuna","SP",4,2,1,2,3,6,12
"Paraipaba","CE",11,3,2,2,3,14,21
"Paraíso","SP",1,2,0,0,2,3,5
"Paraíso das Águas","MS",0,2,2,0,3,2,7
"Paraíso do Norte","PR",0,3,1,0,1,3,5
